Group,Excellent ratio,Good ratio,Pass ratio,Fail ratio
0,0.20763716890442202,0.33954861874139364,0.2648830042017339,0.18793120815245035
1,0.2028720100750573,0.2277593948405591,0.39480496901033363,0.17456362607405
2,0.22296792138108842,0.2890205386694343,0.3407823612187825,0.14722917873069463
3,0.23982419198854849,0.2757074174291629,0.3997580568338471,0.08471033374844163
4,0.1555711578644891,0.39594032626433073,0.2686633986416089,0.17982511722957137
5,0.18214898505279686,0.23601206582215142,0.42726029481992245,0.1545786543051293
6,0.20980320689830634,0.289495877253349,0.33422754490840695,0.16647337093993772
7,0.16124323734594725,0.22352930085321482,0.4635239723774656,0.15170348942337233
8,0.10515525965672999,0.11753854779519307,0.6914801085756487,0.08582608397242815
9,0.13319559975136855,0.2540506195914966,0.434493624506972,0.17826015615016266
10,0.08004641247675554,0.19646390400677474,0.47045767163075825,0.25303201188571145
11,0.15076450512300357,0.2403641658890701,0.4635405722338922,0.145330756754034
12,0.2623922892836513,0.2525768096922686,0.4514102161397676,0.03362068488431243
13,0.14251699371356852,0.2592431048589387,0.40416720161939956,0.19407269980809325
14,0.3344109661393945,0.44979355118113434,0.19659442697964088,0.01920105569983023
15,0.171914672118893,0.2474563925704645,0.47998328637928334,0.10064564893135926
16,0.24321754662200784,0.30380529829277164,0.43045889826404576,0.02251825682117485
17,0.15568624870941258,0.21029880742332477,0.494839128577453,0.13917581528980974
18,0.14204428212969242,0.19737732111712372,0.6202705663403538,0.04030783041283008
19,0.15735088597085878,0.25886916299386875,0.4546358823785765,0.12914406865669587
20,0.16670852263169236,0.32379782867980544,0.37607191833138004,0.13342173035712215
21,0.168325037496984,0.2565565406085597,0.4858278405664253,0.08929058132803085
22,0.18023769373834064,0.49230326212378034,0.24859190953597313,0.07886713460190597
23,0.14505818600845716,0.20981779756013638,0.5022755867760339,0.14284842965537253
24,0.13104999155530977,0.4956034459423927,0.14022352593014295,0.23312303657215466
25,0.1935523272216252,0.23766781775421844,0.4480862973160387,0.12069355770811756
26,0.30046426274112287,0.46610291762676703,0.19867943747243644,0.03475338215967385
27,0.170200754549104,0.23904110615004012,0.42473739679082145,0.16602074251003443
28,0.33493108525716425,0.3990950983547576,0.2204381598285105,0.04553565655956765
29,0.19236440613537387,0.22601312924249753,0.4821445645530012,0.0994779000691274
30,0.16804878042485005,0.19524200228544633,0.5341073273631659,0.10260188992653778
31,0.1550915829559305,0.29810398416037753,0.38247520029703186,0.16432923258666005
32,0.06452511496401876,0.06207781062586342,0.8279968683555538,0.04540020605456402
33,0.15240804281278283,0.2709092924151757,0.44201374622479095,0.13466891854725047
34,0.09225580475003042,0.07434787586014116,0.7856065053997769,0.04778981399005142
35,0.20699216297420558,0.2544117034676516,0.4128880316141183,0.12570810194402454
36,0.17562949493553426,0.22276408160024122,0.5013027066864147,0.10030371677780975
37,0.15447090042498587,0.22837525264239142,0.5011271635075333,0.11602668342508927
38,0.15806204495902812,0.13860184124133437,0.6250830002714302,0.07825311352820725
39,0.17804782835837535,0.28376462707902644,0.37633446542931787,0.1618530791332803
40,0.42301398026529663,0.25254270830736103,0.2970275424618207,0.02741576896552164
41,0.18325368410203816,0.2565057150637048,0.42407662651160577,0.13616397432265123
42,0.16864752187885962,0.21130130590972257,0.5397219285313754,0.0803292436800425
43,0.1468128634278764,0.23960613724764643,0.48993862580935443,0.12364237351512262
44,0.1272480767078282,0.2054432239692177,0.4458650001330126,0.2214436991899415
45,0.1413837715204352,0.2037646527817218,0.52871885172437,0.12613272397347297
46,0.1198477677876773,0.10152276861206183,0.7443348521859241,0.03429461141433684
47,0.15891054186623066,0.2638712228800093,0.4031359694901891,0.17408226576357105
48,0.1650989199326212,0.3214397656843602,0.40145514741885563,0.11200616696416298
49,0.14474551334433813,0.2647735492186657,0.3902619891207307,0.20021894831626538
50,0.0751572394059838,0.1114725845955867,0.7580480814172005,0.05532209458122906
51,0.17897117091367454,0.2868715220734046,0.3665301592575782,0.16762714775534268
52,0.09938297654994555,0.08283865709669189,0.783925066378348,0.03385329997501454
53,0.11786999820433315,0.2852536214436655,0.3854678399814232,0.21140854037057807
54,0.14781172463791162,0.12474513881199735,0.7032484819777406,0.024194654572350385
55,0.15313921527132277,0.272714836819031,0.3827871585215201,0.19135878938812603
56,0.07805058564912887,0.0807249516929657,0.7992583471577102,0.041966115500195245
57,0.21066581942710216,0.20435374794500644,0.45638625601836175,0.12859417660952965
58,0.06485959451834832,0.07483940852071932,0.8191497049827542,0.041151291978177997
59,0.16864738921180647,0.2790202663020239,0.4134294595189968,0.13890288496717282
60,0.10527205249108065,0.08780865148394928,0.7823600459826779,0.024559250042292192
61,0.18083965499636892,0.23389272004602094,0.4841232765583045,0.10114434839930575
62,0.11299220160268275,0.23100479737759955,0.3986140399432294,0.25738896107648834
63,0.1295781784697581,0.23336900813145217,0.5472627917661022,0.08979002163268741
64,0.1482735384334615,0.23044311930165726,0.416284934436634,0.20499840782824724
65,0.16011181740582373,0.23286468115799946,0.4156507306591819,0.19137277077699497
66,0.16872380368491527,0.2565718665910348,0.3930806579888641,0.18162367173518576
67,0.17791255850235235,0.27230298205143505,0.41225495650617466,0.137529502940038
68,0.22970126702296292,0.26346298170613786,0.3585657001979775,0.14827005107292177
69,0.23327352960989942,0.24353290476409115,0.3970695141856168,0.12612405144039268
70,0.11747315156272604,0.4097776129687733,0.1785842938832277,0.29416494158527295
71,0.18863418376465166,0.2693562288639788,0.4033527234521312,0.13865686391923837
72,0.21373450831201216,0.30359518672383057,0.29674619715767764,0.18592410780647955
73,0.16747584217907316,0.22913871931829458,0.458635047777225,0.14475039072540724
74,0.10530429748616328,0.19775691082690605,0.48867507936641436,0.20826371232051635
75,0.17949590159815537,0.25749826383463986,0.44206605562960943,0.1209397789375953
76,0.08569457429386317,0.37651279708016894,0.25270687249108026,0.2850857561348876
77,0.16188737441484707,0.2281302495450654,0.4488189646128422,0.1611634114272454
78,0.10063599094154575,0.19481757549626175,0.5957087750727191,0.10883765848947342
79,0.17669050669280023,0.2534590599289174,0.4145254361822116,0.15532499719607076
80,0.08722315633639652,0.28624224601441134,0.41291433370809594,0.21362026394109618
81,0.12376021196595925,0.23213414427268061,0.49230316928161627,0.1518024744797438
82,0.11335281696533468,0.20231181015042102,0.3720045248480453,0.312330848036199
83,0.16693617564003513,0.2670498316779034,0.3914539632558348,0.17456002942622648
84,0.12483836221627373,0.20857258994335806,0.48285763960825273,0.18373140823211542
85,0.20925002162189774,0.2575765200927102,0.4339147563656172,0.0992587019197749
86,0.24917290618858842,0.3153956023729195,0.3258404022483813,0.10959108919011072
87,0.1762161739953958,0.23942989911986107,0.4483989617257127,0.13595496515903038
88,0.24160454761219344,0.3594754837878537,0.25639266781388104,0.14252730078607176
89,0.18101700272040605,0.2707034759874345,0.4489878685132747,0.09929165277888474
90,0.2445779332185742,0.4043707955977512,0.190428894780022,0.1606223764036525
91,0.1578605796038123,0.24777370238295415,0.4507625648103322,0.14360315320290123
92,0.19752061812030278,0.2906755540768866,0.25164159831131644,0.2601622294914941
93,0.1932105623985887,0.263317164589714,0.445724501703663,0.09774777130803422
94,0.21659696966247524,0.1869766425464812,0.4380042335077296,0.1584221542833139
95,0.16811877435755362,0.2575326262151412,0.3580876890124288,0.21626091041487625
96,0.1873556069020313,0.2883874206709248,0.27468355732674216,0.24957341510030157
97,0.14914721820238677,0.2156365083314202,0.47902390072757306,0.15619237273861983
98,0.16097837542492371,0.1623452583833245,0.5876368905186315,0.08903947567312005
99,0.17873523437371638,0.268796358544735,0.46933391981192607,0.08313448726962247
100,0.13970590498655425,0.17554701379426335,0.5119770709940734,0.17277001022510893
101,0.20668905527981746,0.2838597658360313,0.4057253552084475,0.10372582367570381
102,0.16534381860703012,0.3147074045422014,0.37259605452650835,0.14735272232426017
103,0.15569935578714036,0.2622817677486595,0.42409195028011465,0.1579269261840855
104,0.16960282573614366,0.3475638062216813,0.28259730451892273,0.20023606352325227
105,0.14020313149774333,0.27559137855650245,0.44923411885582515,0.13497137108992924
106,0.10027201527538933,0.09090553761919942,0.7632865959115116,0.04553585119389977
107,0.18032617275564122,0.3086922683803242,0.3992390378607165,0.11174252100331807
108,0.2505421800677311,0.2803835614047831,0.3696894031645599,0.09938485536292584
109,0.19908904751975806,0.2892875558181734,0.39682992722253946,0.11479346943952923
110,0.11898500612940646,0.30062729930092635,0.35402078985472735,0.2263669047149397
111,0.19217690653482716,0.22863752821732206,0.4451298949684278,0.134055670279423
112,0.18474644916569424,0.3087363140666172,0.3738134145960911,0.13270382217159732
113,0.17131847429507308,0.24837921390400552,0.4580066618841994,0.12229564991672189
114,0.23310632869720627,0.3652495149818713,0.1983139673787308,0.20333018894219165
115,0.14949706600403953,0.23004916726438826,0.47530583217085093,0.1451479345607213
116,0.09434155628547763,0.08546116770894994,0.7575189924638179,0.06267828354175436
117,0.1963734139660218,0.2722407056360908,0.36481501859178667,0.16657086180610084
118,0.07942023340851571,0.07781220070556369,0.8096614009035432,0.033106164982377326
119,0.1926511598037918,0.27996872684733937,0.4008540490044899,0.1265260643443789
