Group,Excellent ratio,Good ratio,Pass ratio,Fail ratio
0,0.08328641033867469,0.24215236729340647,0.36950704599984047,0.23688375579739554
1,0.09724618571070419,0.18992580061224967,0.4268458764857973,0.216439790183254
2,0.053770525743406586,0.15111465722830605,0.5350005315594333,0.16834081765063533
3,0.09715915677693994,0.18711897309085743,0.4179991518931504,0.21027513957174573
4,0.049447572102628186,0.2139982798799232,0.3504586309821206,0.32636909016084326
5,0.08554080951028176,0.16172146781415758,0.5209393076947126,0.15653866714457684
6,0.05904660872958428,0.1903516885873786,0.44091426857315075,0.27824920118373897
7,0.08260299135043062,0.19140980807875246,0.5226770446845748,0.14431785005665948
8,0.16888761671686228,0.21682055311490223,0.25997119458041673,0.238046681244066
9,0.07937180612625724,0.20522974374753375,0.4483280905370863,0.19040235413668802
10,0.06960747523086161,0.21681040765896617,0.5251478782581767,0.13592965132992757
11,0.07999156247844107,0.1804249945384847,0.4385129043569388,0.23870957027958986
12,0.07849049798760839,0.1118449104539941,0.5925295153913102,0.15013406553025221
13,0.060732996857776486,0.14819510109391548,0.5725758906417132,0.17148168096439423
14,0.05345763801626307,0.10684186882559643,0.5302891397890008,0.22403824365731356
15,0.10198751190673587,0.1705836211338918,0.47571024785542565,0.1772879661995271
16,0.08883939752523827,0.12433167807753953,0.5409946340027596,0.14754581307244669
17,0.060322432027603665,0.19019858308274784,0.4411233193594651,0.24918089348625133
18,0.1385391982270879,0.16537275629682338,0.3448347737526181,0.23919283791919865
19,0.08906271302064765,0.2224446802488202,0.4285784546288506,0.1939737375958639
20,0.119166727632952,0.2323309150011172,0.3682378688487009,0.197341259695075
21,0.0765710110102056,0.17129924821262854,0.5222229797707707,0.17445583427845293
22,0.07363658738674338,0.15406134661309742,0.1713867234746297,0.5547388709986735
23,0.09414814294366325,0.19363796170002773,0.4249632125596218,0.21595761662461282
24,0.03529295773695091,0.11933985874477497,0.26173133818453465,0.5463999157358412
25,0.07089191220808005,0.17425333292404235,0.38846476379526684,0.2977378286210313
26,0.0452557356006729,0.1274404629558035,0.5374352493157059,0.20306646291003427
27,0.07946082548109304,0.18580984143225018,0.45468084885094,0.22542371670406355
28,0.03735127484755034,0.10546543730483914,0.5517964643755949,0.23053868098071215
29,0.07004814702723218,0.1617858283878262,0.4638752920930937,0.2274599108788618
30,0.06752813350992229,0.16109997719962157,0.45684639826542034,0.26392237128945656
31,0.07698515836576442,0.17043664361844163,0.42365791102272193,0.2511570038726707
32,0.07179638580175617,0.11623661075452933,0.6880773713397809,0.08063499275692461
33,0.0792667970949462,0.1664226528192243,0.4256554344008369,0.26009321965301774
34,0.09226952642790352,0.13163619015422232,0.6320292683631569,0.09240951516296399
35,0.07470676808862543,0.18912676174877774,0.4582006766625601,0.2081819348371097
36,0.039031949141047996,0.1660594832288094,0.3168061285206737,0.4321740730879329
37,0.08880409404317496,0.17229888230574195,0.4537416266064763,0.2081819328709545
38,0.07775257770265549,0.1457131035311191,0.6117587978359338,0.1110048441373829
39,0.08226804783739156,0.19696455223734372,0.477043694229564,0.18545430748212352
40,0.059226169446268184,0.1361971274674904,0.4871187643535931,0.2240518566190799
41,0.09539142392919199,0.19013300943893982,0.47604677620554703,0.16388448482464996
42,0.07435828910548836,0.1764948218705092,0.536556601090783,0.12506498609624161
43,0.07828666692018922,0.17926216232295544,0.45553587869520645,0.21058416449938835
44,0.13452442934222006,0.2402051407402637,0.3692446962781792,0.15974392045218636
45,0.0649369896140754,0.18328853919618293,0.5259193090674402,0.15919134048615555
46,0.28869528532355276,0.18452888413455112,0.30695113041720656,0.07767036028959756
47,0.08621521964274073,0.20638524445641257,0.37767255211823664,0.25418480771732377
48,0.06610022461214643,0.24210015748625444,0.29425270093946254,0.32282958639055104
49,0.0644143423503721,0.16741330155785963,0.395868777825132,0.32365438038152183
50,0.06528930699564751,0.16412703750582822,0.6379254144838569,0.07398902209978299
51,0.05156281681005824,0.1594353211157526,0.5059167128472475,0.23753593098459225
52,0.07142139864226583,0.12569789867805636,0.7155346211894442,0.05432054552670852
53,0.05628188866376841,0.14281852569141026,0.5526087661091909,0.20419873591376503
54,0.05994934696489522,0.13418090472667196,0.5630735380262702,0.17794559092588771
55,0.10030680826282694,0.17948668596289039,0.4330503008674175,0.22003236495553732
56,0.06918017182327922,0.09107753704410707,0.7637770502202881,0.0494612585354803
57,0.07503486385109683,0.1911764622474353,0.39489885617934495,0.24902233914213187
58,0.06245446901878074,0.12745936544317224,0.7017272928536546,0.07101601682077768
59,0.07767513685110022,0.2120536224074613,0.3881865808909851,0.2632925459501055
60,0.16382098219694283,0.14247842218296689,0.5300735656280602,0.07455188311389295
61,0.08171457865425172,0.1558777575427759,0.48750963629739885,0.21108196773034368
62,0.08863194617454256,0.21553567134435764,0.4326405643152533,0.1862177197152797
63,0.07883251902426737,0.1665875117369597,0.4812358488337678,0.21121204140851163
64,0.043257811463812815,0.12146286541939583,0.42339268495228916,0.37271141462748403
65,0.1054951849180368,0.23469107006597226,0.3938008105515598,0.17553887671054091
66,0.11013513834761456,0.23042075759038205,0.4065717217346103,0.1596313032284214
67,0.07040129318108061,0.15586018047901454,0.47932744921016057,0.22971969390036476
68,0.058268579629677575,0.1385904193502325,0.48542027729664144,0.23911542217108203
69,0.10886009690148503,0.2066586730038985,0.4657284491550377,0.11816794255584007
70,0.04153737092684745,0.12229432117959083,0.19976566122570308,0.6198851892287772
71,0.08200587257941491,0.17203483452288704,0.5146764554990324,0.15609958937548685
72,0.10800576331316371,0.3285115440568606,0.3205506921553627,0.16043086507430024
