Group,Excellent ratio,Good ratio,Pass ratio,Fail ratio
0,0.14777766,0.41833067,0.26219884,0.17169282
1,0.13707778,0.39804012,0.30865788,0.15622422
2,0.11404815,0.4340921,0.28865847,0.16320127
3,0.1316987,0.4384439,0.27211928,0.15773812
4,0.14064895,0.42231655,0.26687977,0.17015475
5,0.1711331,0.3869866,0.2863844,0.1554959
6,0.16797493,0.38040826,0.28724104,0.16437575
7,0.15456519,0.36608687,0.3152478,0.16410017
8,0.06988836,0.486146,0.2916285,0.15233712
9,0.14332171,0.40149575,0.2969019,0.15828064
10,0.21014895,0.33575824,0.30507162,0.1490212
11,0.190506,0.37015298,0.29017633,0.1491647
12,0.13086921,0.39479318,0.3226994,0.1516382
13,0.17911327,0.35181502,0.30499288,0.16407883
14,0.08877139,0.4648441,0.29683107,0.14955345
15,0.13752946,0.41782093,0.28439337,0.1602562
16,0.08682342,0.4315929,0.3394681,0.14211558
17,0.15214372,0.38406718,0.31932527,0.14446382
18,0.086244,0.44833493,0.31735083,0.14807022
19,0.15949084,0.37417153,0.3103234,0.15601425
20,0.19570026,0.3524026,0.30627322,0.1456239
21,0.16212097,0.395716,0.28400937,0.15815365
22,0.07686419,0.48183313,0.29704347,0.14425921
23,0.13776675,0.37401912,0.31728306,0.17093107
24,0.08416961,0.52982366,0.22414573,0.161861
25,0.12535049,0.40996477,0.31191957,0.15276517
26,0.102478676,0.44250384,0.2823853,0.17263219
27,0.15491416,0.39296976,0.29973388,0.15238222
28,0.09501889,0.4218818,0.3190543,0.164045
29,0.13638136,0.39802566,0.30990982,0.15568314
30,0.21471545,0.3184913,0.32241607,0.1443772
31,0.13412619,0.40063837,0.30556172,0.15967372
32,0.23215665,0.19732663,0.42125368,0.14926304
33,0.1577724,0.3815916,0.30488127,0.15575472
34,0.23165981,0.22610518,0.38352177,0.15871325
35,0.15474056,0.3913557,0.29597414,0.15792961
36,0.13124485,0.4429675,0.2678991,0.15788855
37,0.1475631,0.4279955,0.282015,0.14242639
38,0.19389133,0.27687928,0.38775435,0.14147505
39,0.16934362,0.38087627,0.2876023,0.1621778
40,0.10397087,0.4917936,0.2387337,0.16550183
41,0.15757887,0.3744365,0.31824055,0.1497441
42,0.17932504,0.27364388,0.39141095,0.15562013
43,0.15752546,0.38322333,0.30563572,0.1536155
44,0.13178898,0.43533778,0.2745611,0.15831216
45,0.16877696,0.3458017,0.32256293,0.16285841
46,0.08387615,0.50083905,0.27367064,0.14161417
47,0.14673667,0.42353442,0.2810575,0.14867139
48,0.12434092,0.37532184,0.32071492,0.17962229
49,0.13938206,0.41004926,0.29731458,0.15325409
50,0.2353501,0.19902751,0.40356538,0.16205701
51,0.1515304,0.40862602,0.2856249,0.15421869
52,0.24667637,0.21206392,0.39852625,0.14273345
53,0.1707762,0.33329326,0.34534547,0.15058507
54,0.1284696,0.443559,0.28179383,0.14617756
55,0.121293426,0.41297486,0.30299735,0.16273436
56,0.22665122,0.2025033,0.42032242,0.15052308
57,0.12677461,0.4185457,0.2982611,0.15641862
58,0.21609941,0.19182771,0.43707487,0.154998
59,0.13115597,0.4084539,0.30876192,0.15162818
60,0.15900628,0.35667807,0.33323497,0.15108068
61,0.15099259,0.3768892,0.32000747,0.15211073
62,0.20373757,0.33392048,0.31913725,0.1432047
63,0.16597772,0.36715862,0.3071024,0.15976124
64,0.1861197,0.38021064,0.29116064,0.14250901
65,0.15300333,0.43255663,0.25272712,0.1617129
66,0.15866162,0.352662,0.32412317,0.16455323
67,0.1561608,0.4082285,0.2878369,0.14777382
68,0.12896974,0.40671894,0.30729032,0.15702102
69,0.13242345,0.4562992,0.2540472,0.1572302
70,0.07737241,0.4893807,0.28492886,0.14831805
71,0.18647946,0.37372825,0.28370684,0.15608545
72,0.1348286,0.47926798,0.24466561,0.1412378
73,0.15721065,0.3878787,0.3031421,0.15176858
74,0.24080256,0.2884113,0.3305611,0.14022505
75,0.15715797,0.4110677,0.2725872,0.15918714
76,0.10556882,0.45557043,0.29994768,0.13891311
77,0.17667863,0.376752,0.29884532,0.14772406
78,0.15565614,0.33477473,0.35891226,0.15065686
79,0.14066102,0.39216536,0.30822137,0.15895225
80,0.12358193,0.4105584,0.31738287,0.14847681
